market,company_id,company_name,website,phone_number,best_rating,best_reviews,customer_experience,credibility,local_activity,confidence_multiplier,penalty,final_score_adjusted,market_rank
"Dallas, Texas",83149b17-d61d-4614-9d26-f171ff3aef60,Big State Home Buyers,https://www.bigstatehomebuyers.com/,(713) 322-8803,4.738916256,203.0,0.8449013275891681,1.0,0.6352541515427366,1.0,0,85.4529002541893,1
"Dallas, Texas",38265613-42c6-4485-99ad-2292c14dfef0,Metroplex Homebuyers,https://metroplexhomebuyers.com/,(972) 487-7653,4.860465116,129.0,0.8594459457844348,1.0,0.5604931493575189,1.0,0,84.09293683639319,2
"Dallas, Texas",6bcb0f29-34ef-4c2b-b3b0-c42583edf3ff,Orchard,https://Orchard.com,(844) 515-9880,4.353673724,803.0,0.7682376851717503,0.8150000000000001,0.8888479226418962,1.0,0,81.70951704705867,3
"Dallas, Texas",61235d47-1694-4f91-92cc-14f1d5815318,Home Buying Guys,http://www.homebuyingguys.com/,(866) 847-3565,4.948717949,78.0,0.8516646819090626,0.9099999999999999,0.5939700173441855,1.0,0,81.05751430042183,4
"Dallas, Texas",54e3ad8e-4cdf-44d7-bb7e-440f0ecf48f4,TX Cash Home Buyers,https://www.txcashhomebuyers.com/,(281) 595-7550,4.790697674,43.0,0.7607944831716786,0.865,0.6687645539982097,1.0,0,77.94692076096399,5
"Dallas, Texas",88d84412-6ee1-4237-8d34-8c6a08e582be,Cash House Buyers DFW,https://www.cashhousebuyersdfw.com/,(214) 272-2177,5.0,70.0,0.8580416798676707,0.685,0.6716350210914569,1.0,0,74.22233432265489,6
"Dallas, Texas",67b5307c-23fb-4583-baf7-a9bfaadd3002,Starfish Group Properties,https://www.starfishgroupproperties.com/,(817) 859-6677,5.0,23.0,0.7519483693022966,0.73,0.7256854329417045,1.0,0,73.660328749123,7
"Dallas, Texas",6cfb439e-3250-4de9-b0fa-90e9fb24acf8,Ninebird Properties,https://www.ninebp.com/,(972) 996-1839,4.902439024,41.0,0.7852278026033519,0.7749999999999999,0.5922844930107398,1.0,0,73.29008541638582,8
"Dallas, Texas",05544655-9441-4b1b-bedb-d97e2271ed0d,JZ Home Buyers,http://www.jzhomebuyers.com/,(817) 382-3579,5.0,184.0,0.9280183994189618,0.605,0.7481247504950099,0.9624999999999999,0,72.55687163921245,9
"Dallas, Texas",773764ca-1f1e-4afc-9667-b8203e1a14c1,TX Home Buying Pros,http://www.txhomebuyingpros.com/,(214) 296-2343,5.0,47.0,0.822737143703673,0.6225,0.7505693828865431,1.0,0,72.46003460179213,10
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,11
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,12
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,13
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,14
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,15
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,16
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,17
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,18
"Dallas, Texas",97c52087-d2b9-48a7-a6cd-cc1eb79e7c6e,A-List Properties,https://www.texassellmyhouse.com/,(972) 526-7042,4.93442623,61.0,0.8277512562190098,0.7749999999999999,0.49362792177203657,1.0,0,72.31199201196625,19
"Dallas, Texas",9041d630-dc6c-4239-afb9-53d9b3740bf2,Myers Home Buyers,https://www.myershomebuyers.com/,(844) 718-5832,4.772727273,22.0,0.7027374075833148,0.865,0.46792578308336996,1.0,0,70.89395384250027,20
"Dallas, Texas",04bc9bb1-a5c0-40d6-9f3a-025cb04cfd8e,Housed Real Estate + Relocation,https://www.housedrealestate.com/,(214) 888-6864,4.9375,128.0,0.8839382191825216,0.56,0.7991052327149767,0.9624999999999999,0,70.56613842091531,21
"Dallas, Texas",0f3b18c4-ea67-4d25-97ec-1db061e3882f,Dioro Home Buyers,https://www.diorohomebuyers.com/,(469) 777-4875,5.0,22.0,0.7473802646726003,0.685,0.631880455062655,1.0,0,69.3553206401074,22
"Dallas, Texas",be15d99f-3c4b-494f-b2dc-cd6178d413a5,Big Texas Home Buyers,https://bigtexashomebuyers.com/,(214) 444-9385,4.47826087,23.0,0.6472972065988083,1.0,0.2650735294,1.0,0,69.2822404659583,23
"Dallas, Texas",87121116-8316-4bd0-8df6-a393ecdd8dcc,We Buy Texas Mobile Homes,https://www.webuytxmobilehomes.com/,(832) 413-4038,5.0,26.0,0.7645081019846482,0.685,0.598509241929043,1.0,0,69.12051461768876,24
"Dallas, Texas",8f3589b3-fb61-4d90-8837-058fba4c0830,Duke Real Estate & Asset Management LLC,https://welovedallashomes.com/?utm_campaign=GoogleMyBusiness,(469) 638-8276,4.666666667,63.0,0.7541912305791144,0.68,0.5778842729263888,1.0,0,68.04379989342871,25
"Dallas, Texas",8f3589b3-fb61-4d90-8837-058fba4c0830,Duke Real Estate & Asset Management LLC,https://welovedallashomes.com/?utm_campaign=GoogleMyBusiness,(469) 638-8276,4.666666667,63.0,0.7541912305791144,0.68,0.5778842729263888,1.0,0,68.04379989342871,26
"Dallas, Texas",86248543-1997-4319-b7d4-28fd5c04ff04,Selling Unlocked,https://sellingunlocked.com/,(817) 374-4641,5.0,20.0,0.7375795803058445,0.865,0.3000162601583334,1.0,0,67.91569181466289,27
"Dallas, Texas",0d3f002f-195a-4de4-aa7f-43e490fb831d,HomeGo,,(405) 896-4930,4.642105263,95.0,0.7716275735803353,0.8150000000000001,0.3217261904783333,1.0,0,67.65011983727007,28
"Dallas, Texas",9f105618-bdb1-4283-a99a-85f797aaae7d,Boom Home Offer,https://www.boomhomeoffer.com/,(855) 970-0344,4.916666667,12.0,0.6743302985368286,0.77,0.38640316337082725,1.0,0,64.06163953305969,29
"Dallas, Texas",9a2fa520-123b-4943-af94-823d196ef7ce,Newbyginnings,https://www.newbyginnings.com/,(469) 336-6862,4.878787879,33.0,0.7602775262049093,0.9099999999999999,0.20412371135,1.0,5,63.11280620092181,30
"Dallas, Texas",17c91aa3-ffec-4a5a-b887-c0fb43ef135b,Sell Quick Home Buyers,https://www.sellquickhomebuyers.com/,(832) 500-5813,4.921259843,127.0,0.8781532310651967,0.42500000000000004,0.70555002670001,0.9624999999999999,0,62.922584488977805,31
"Dallas, Texas",f1f405f6-289e-4e56-bfe1-cbdb35717135,Dallas Home Buyers,https://www.dallashomebuyers.net/,(214) 615-1255,4.555555556,27.0,0.6726111798367707,0.65,0.5658117895895555,0.9624999999999999,0,61.298435307749884,32
"Dallas, Texas",b991aff3-6eae-4a33-9756-9cbd46e2d810,Strike Zone Investments LLC,https://www.texasdadbuyshouses.com/,(409) 223-7434,5.0,15.0,0.7082158404031444,0.77,0.19561904762225,1.0,0,60.47803060466631,33
"Dallas, Texas",2eda69d6-ac74-4ed8-93b8-c704e67fd384,iamcashbuyer.com,http://www.iamcashbuyer.com/,(214) 769-5091,5.0,6.0,0.6240269911270151,0.7749999999999999,0.28061224489875003,1.0,0,59.85625081191428,34
"Dallas, Texas",0f37f5a0-dfda-46df-9ed5-a9978b2e987a,Cash Home Buyer San Antonio,https://cashhomebuyersanantonio.com/,(210) 934-6150,5.0,80.0,0.8690180490230097,0.29000000000000004,0.7491297408016928,0.9624999999999999,0,58.465979914503365,35
"Dallas, Texas",4011364a-2b5c-46e7-9d9b-5163d8ba0c7d,House Buyers Houston,https://housebuyershouston.net/,(281) 628-2298,5.0,85.0,0.8738559102707986,0.335,0.6628561355998258,0.9624999999999999,0,58.28549674011833,36
"Dallas, Texas",f7f30808-71b2-4e83-8a04-50053a11420c,Inspired Buyers,https://www.inspiredbuyers.com/,(210) 899-0717,5.0,64.0,0.8504288985259304,0.29000000000000004,0.7238852960016768,0.9624999999999999,0,57.232313454132616,37
"Dallas, Texas",fa0e77d1-8b97-4251-8f2f-074bc0e8ec16,Home Buyers For Cash,https://homebuyersforcash.net/,(281) 918-8908,5.0,69.0,0.8568326141419115,0.335,0.6424066932185163,0.9624999999999999,0,57.21995974447618,38
"Dallas, Texas",ebf79cb8-ffbb-430c-9012-4610b92902a9,Denko Home Buyers,https://www.denkohomebuyers.com/,(940) 432-3709,5.0,23.0,0.7519483693022966,0.465,0.552469339832519,0.9624999999999999,0,56.527554180591096,39
"Dallas, Texas",c95bf4a9-f5d6-4ad2-acc8-d6c3989cbdb1,South Texas Home Investors,https://www.southtexashomeinvestors.com/,(210) 729-9030,4.9375,16.0,0.7043320566206325,0.515,0.5032773652640732,0.9624999999999999,0,55.66479775907432,40
"Dallas, Texas",e3e13f93-d968-40d3-8f8e-1f93bcbf76d1,Super Cash For Houses,https://supercashforhouses.com/,(214) 908-1164,4.333333333,6.0,0.5663346834058613,1.0,0.00918650793775,1.0,5,55.0513766176489,41
"Dallas, Texas",8f3589b3-fb61-4d90-8837-058fba4c0830,Duke Real Estate & Asset Management LLC,https://welovedallashomes.com/?utm_campaign=GoogleMyBusiness,(469) 638-8276,4.666666667,63.0,0.7541912305791144,0.33000000000000007,0.5778842729263888,1.0,0,54.04379989342873,42
"Dallas, Texas",8f3589b3-fb61-4d90-8837-058fba4c0830,Duke Real Estate & Asset Management LLC,https://welovedallashomes.com/?utm_campaign=GoogleMyBusiness,(469) 638-8276,4.666666667,63.0,0.7541912305791144,0.33000000000000007,0.5778842729263888,1.0,0,54.04379989342873,43
"Dallas, Texas",def677ee-11fa-410f-9e07-ae650c7f330f,Results House Buyer,https://www.resultshousebuyer.com/,(800) 448-5166,2.333333333,6.0,0.3932577603289383,0.7749999999999999,0.35978802799061993,1.0,0,53.75872231127834,44
"Dallas, Texas",631bd0bc-810e-472a-9b85-5cb6c174bf43,"Dallas Property Investors, LLC",https://www.dallaspropertyinvestors.com/,(214) 609-1240,4.36,25.0,0.6271655085907397,0.515,0.5254608886895554,0.9624999999999999,0,53.59904070474296,45
"Dallas, Texas",455a87f9-34ac-43af-8bad-2c8b31b0e12b,Progressive Real Estate Solutions,https://sell-my-home.webuydfwrealestate.com/,(469) 269-5779,5.0,6.0,0.6240269911270151,0.73,0.08429487178208332,1.0,0,53.148316483997604,46
"Dallas, Texas",a7a821e0-9a05-46aa-8975-2fea672902f8,Sunbelt Cash Offer,https://www.sunbeltcashoffer.com/,(956) 884-4441,4.705882353,17.0,0.6702454170548584,0.42500000000000004,0.563217548319043,0.9624999999999999,0,52.49381474346251,47
"Dallas, Texas",2b806870-aa13-4098-a5f9-9f1aca07a35a,We Buy Central Texas,https://www.webuycentraltexas.com/,(254) 277-6584,4.384615385,13.0,0.6030040282076963,0.6225,0.22673245614066667,1.0,0,51.67345239078603,48
"Dallas, Texas",65a19af0-6ed3-49c3-b5da-e22c0e5f58c6,JDub Buys Houses,https://www.jdubbuyshouses.com/,(806) 855-8006,5.0,17.0,0.7209210927203992,0.38,0.46294117647199995,0.9624999999999999,0,50.05555136987594,49
"Dallas, Texas",09847c30-ec40-4e84-a945-43feb90ded4e,New Again Houses,https://newagainhouses.com/virginia-beach-va,(757) 785-4116,5.0,8.0,0.6482590245115047,0.77,0.05374999999999999,1.0,5,49.83281585790267,50
"Dallas, Texas",09847c30-ec40-4e84-a945-43feb90ded4e,New Again Houses,https://newagainhouses.com/virginia-beach-va,(757) 785-4116,5.0,8.0,0.6482590245115047,0.77,0.05374999999999999,1.0,5,49.83281585790267,51
"Dallas, Texas",7ea95011-9d3f-49da-a113-eb9e508e80af,Sell My House Fast Houston,https://sellmyhousefasthouston.net/,(281) 612-5098,4.647058824,34.0,0.7082118626416245,0.335,0.5300243944533216,0.9624999999999999,0,49.509099114272765,52
"Dallas, Texas",61c60448-638e-44c1-8a68-64db86c23c13,NTX Home Buyers,https://www.ntxhomebuyers.com/,(817) 587-8264,4.666666667,27.0,0.6965473500256004,0.42500000000000004,0.3981119951991856,0.9624999999999999,0,49.407008738467816,53
"Dallas, Texas",7cf710c9-fb20-40d8-a647-73490dbf908c,House Fast,https://www.housefast.com/sell-my-house-fast-fort-worth-tx/,(214) 251-4466,5.0,14.0,0.701285097585847,0.73,0.01923076923,1.0,5,49.22574764625464,54
"Dallas, Texas",01e6bf1f-3014-489e-a1e3-84ad9df4acf2,Action Home Buyers,https://www.actionhomebuyer.com/,(210) 999-9996,4.9375,16.0,0.7043320566206325,0.38,0.40756648934999995,0.9624999999999999,0,48.16425480739193,55
"Dallas, Texas",772a32d9-5e8f-43d3-8073-0bd40634f1a6,NOW Property Investments,https://www.nowpropertyinvest.com/,(214) 744-3491,5.0,15.0,0.7082158404031444,0.42000000000000004,0.3374012732865366,0.9624999999999999,0,48.14673926203821,56
"Dallas, Texas",05713a76-bf29-44a8-adf6-b2fc2146c2a6,Sell My House Fast For Cash Texas,https://www.sellmyhousefastforcashtexas.com/,(214) 441-7788,5.0,2.0,0.5542431486193886,0.605,0.1756617647,1.0,0,47.9900543191786,57
"Dallas, Texas",d27c307b-6403-4611-be7b-2c9e3ae92a4a,Relief Home Solutions,https://www.reliefhomebuyer.com/,(214) 983-1833,5.0,15.0,0.7082158404031444,0.28500000000000003,0.5458146631663054,0.9624999999999999,0,47.96418645602015,58
"Dallas, Texas",5aec3c86-a9fa-470e-9f55-2612239759c0,RjRebel Real Estate Investments,https://rjrebelrealestateinvestments.com/,(888) 519-5211,5.0,4.0,0.5940673500359772,0.7749999999999999,0.0444230769225,1.0,5,47.9029341743217,59
"Dallas, Texas",de587515-23e0-4f00-8b18-efb7f5e8c2c6,Love Investors,https://www.loveinvestors.com/,(866) 366-7787,4.888888889,36.0,0.7704006292417034,0.42500000000000004,0.22774122807499997,0.9624999999999999,0,47.79539449813456,60
"Dallas, Texas",348250ef-64e8-4253-a2cf-30c0abe40c42,Sell My House Fast Dallas,https://www.salemyhousefastdallas.com/,(469) 903-3535,5.0,8.0,0.6482590245115047,0.29000000000000004,0.6134506784978888,0.9624999999999999,0,47.764382839586766,61
"Dallas, Texas",2b00b538-48eb-4374-9ce5-3cba9fb29cd8,House Buying Girls,https://www.housebuyinggirls.com/,(214) 393-8026,5.0,25.0,0.7604988419240726,0.335,0.3779166666666667,0.9624999999999999,0,47.610424528983856,62
"Dallas, Texas",2787c757-ded2-43b1-9171-8173db395d19,Ready House Buyer,http://readyhousebuyer.com/,(214) 225-3038,4.916666667,24.0,0.7392710637764994,0.335,0.3766774425166666,0.9624999999999999,0,46.86549492152811,63
"Dallas, Texas",13699084-7906-4518-9c44-0e7ce9cb3887,Homestead Cash Buyers,https://homesteadcash.com/,(877) 469-2540,5.0,25.0,0.7604988419240726,0.24000000000000005,0.4859253757057398,0.9624999999999999,0,46.551884090236555,64
"Dallas, Texas",359da998-16de-409b-bb9b-1592687f799d,Sell My House Fast Now,https://www.sellmyhousefastnow.com/,(800) 467-0003,5.0,26.0,0.7645081019846482,0.28500000000000003,0.3531288682526666,0.9624999999999999,0,45.22403007793763,65
"Dallas, Texas",0f2bcf3c-c58a-4544-95f9-b068c28206e9,Priority Home Buyers,https://priorityhomebuyers.com/sell-my-house-fast-dallas-texas/,(214) 295-5925,4.818181818,22.0,0.7116659789226006,0.335,0.33450757577,0.9624999999999999,0,44.920836206920725,66
"Dallas, Texas",36342850-8e07-45a5-8a43-62bb11c45120,East Texas Property Buyers,https://www.easttexaspropertybuyers.com/,(903) 402-1279,5.0,10.0,0.6685913249820115,0.375,0.31003787878333333,0.9624999999999999,0,44.420956718555466,67
"Dallas, Texas",391d5a37-dbcb-4fb9-8b74-e9b6a220aa0d,LUSH Property Solutions,https://www.keysforcashtoday.com/,(469) 601-2122,4.5,16.0,0.6314153899539661,0.29000000000000004,0.4506432328474065,0.9624999999999999,0,43.279408739464955,68
"Dallas, Texas",0c92d73c-4f63-440d-9853-8bad82dc2e1d,Houston Area Home Cash Buyers,https://www.houstonareahomecashbuyers.com/,(281) 645-9597,5.0,7.0,0.6367174358579137,0.47000000000000003,0.0589015151525,1.0,0,42.55764813383948,69
"Dallas, Texas",1b941aef-dd20-4452-a68a-9a5bf451510e,Dallas Houses for Cash,https://www.dallashousesforcash.com/,(214) 761-6858,5.0,3.0,0.5758470506363549,0.47000000000000003,0.19428030302916668,0.9624999999999999,0,42.168717309951525,70
"Dallas, Texas",d87a8f24-ce2f-4d1f-a9be-7d67f8c401e2,Cash Offer Faster,https://cashofferfaster.com/,(845) 500-8749,4.944444444,18.0,0.7168969455913133,0.24000000000000005,0.3349999999924166,0.9624999999999999,0,41.45140335442489,71
"Dallas, Texas",91085720-d314-4700-8a59-a73c1e23c76b,House Cash Offers,http://housecashoffers.net/,(832) 998-8310,5.0,11.0,0.6776325937476474,0.28500000000000003,0.260416666675,0.9624999999999999,0,40.066524043741055,72
"Dallas, Texas",154611d8-874f-4646-ae2b-d9be13b8b80e,Brilliant Day Homes,https://www.brilliantdayhomes.com/,(713) 903-2582,5.0,7.0,0.6367174358579137,0.515,0.07552631578999999,1.0,5,39.77326814977698,73
"Dallas, Texas",0a198230-600c-4c3f-b4f8-89f1fd7960be,investorade,https://www.investorade.com/,(972) 734-3251,3.948051948,77.0,0.5527769795939146,0.38,0.678294600084174,0.9624999999999999,10,39.57313831459543,74
"Dallas, Texas",872a7353-32db-4858-92dd-acab3f80e654,Ivy Home Solutions,https://www.ivyhomesolutions.com/,(214) 307-2976,5.0,6.0,0.6240269911270151,0.29000000000000004,0.30555555554875,0.9624999999999999,0,39.539339818983116,75
"Dallas, Texas",b5db7f41-889b-4df6-a691-4064f8d94eb8,Dallas' Best Home Buyers,https://www.dallasbesthomebuyers.com/,(972) 850-8655,5.0,10.0,0.6685913249820115,0.47000000000000003,0.06018749999999999,1.0,5,38.705383874370405,76
"Dallas, Texas",1ff21085-e654-4de5-8ea0-2661b721d288,No Worries Home Sale,https://noworrieshomesale.com/,(817) 668-5788,4.846153846,26.0,0.7318994062998656,0.47000000000000003,0.028066239313450002,0.9624999999999999,5,38.42620513320661,77
"Dallas, Texas",c1a717ab-43fe-4a3e-b855-d7bca7e46f39,Arlington Cash House Buyer,https://www.webuyhousesarlingtontx.com/,(682) 305-7419,5.0,2.0,0.5542431486193886,0.6000000000000001,0.004032258065,0.9624999999999999,5,36.86809227880472,78
"Dallas, Texas",2796cd8a-051a-40f5-8386-5eb27f8a1bd1,Win Win Home Buyers,,(469) 333-0089,4.428571429,7.0,0.5811618803440246,0.42000000000000004,0.02866784037583332,0.9624999999999999,0,36.43771075313282,79
"Dallas, Texas",09847c30-ec40-4e84-a945-43feb90ded4e,New Again Houses,https://newagainhouses.com/virginia-beach-va,(757) 785-4116,5.0,8.0,0.6482590245115047,0.42000000000000004,0.05374999999999999,1.0,5,35.83281585790267,80
"Dallas, Texas",09847c30-ec40-4e84-a945-43feb90ded4e,New Again Houses,https://newagainhouses.com/virginia-beach-va,(757) 785-4116,5.0,8.0,0.6482590245115047,0.42000000000000004,0.05374999999999999,1.0,5,35.83281585790267,81
"Dallas, Texas",2c845b94-7d61-44e8-abfc-f711105be043,Solid Offers,https://www.solidoffers.com/,(888) 522-6089,3.909090909,11.0,0.5324713034129699,0.38,0.10249260901416668,0.9624999999999999,0,35.0338554381278,82
"Dallas, Texas",28d7daca-2809-4d59-8eb0-f3d862e85385,Home Buyer Allies,https://www.homebuyerallies.com/,(214) 919-9966,5.0,4.0,0.5940673500359772,0.24000000000000005,0.210714285725,0.9624999999999999,0,34.322956354594794,83
"Dallas, Texas",44a73401-b04a-4810-9976-2e69874a52b6,JKV Homebuyers,http://www.jkvhomebuyers.com/,(972) 855-8051,3.428571429,7.0,0.4839396581218027,0.56,0.037538402458749995,0.9624999999999999,5,33.7659850421419,84
"Dallas, Texas",aeb8198e-1556-459e-b072-37cdc9bf2cdc,Houses 4 Texas,https://houses4texas.com/we-buy-houses-san-marcos-tx/,(210) 610-0912,5.0,2.0,0.5542431486193886,0.28500000000000003,0.09256410256333332,0.9624999999999999,0,31.870889787045854,85
"Dallas, Texas",d6f0dca7-a4e8-494e-8323-cd72e165893a,Joe Homebuyer Dallas,https://www.joehomebuyerdallasarea.com/,(214) 833-7309,4.2,5.0,0.5499334723565386,0.42000000000000004,0.023857142857500003,1.0,5,31.644100103916358,86
"Dallas, Texas",158e4747-b7b7-4d2a-88ce-64aec889cce6,Fortified Properties,https://www.fortifiedcashoffers.com/,(979) 803-0131,5.0,3.0,0.5758470506363549,0.24000000000000005,0.04750000000083332,0.9624999999999999,0,29.781816268332257,87
"Dallas, Texas",bae69305-3650-4d29-8a00-3e514a631f9f,Dr Cash Home Buyers,https://drcashhomebuyers.com/dallas-tx,(214) 377-3770,5.0,1.0,0.527053960100786,0.29000000000000004,0.03250000000083332,0.9624999999999999,0,29.702161530915276,88
"Dallas, Texas",9bfbd8c2-8791-48c6-85b5-79e09c970878,Higher Home Buyer,https://www.higherhomebuyer.com/,(214) 225-9225,5.0,1.0,0.527053960100786,0.28500000000000003,0.008620689655,0.9624999999999999,5,23.935065625718664,89
"Dallas, Texas",3c948e26-32e6-4b44-97da-bd4a1f68f53a,We Buy Houses Cash Dallas,https://www.webuyhousescashdallas.com/,(214) 723-1304,,,,0.5,0.0,0.8875,0,17.75,90
"Dallas, Texas",886b40c9-5593-4467-84a8-516b210ca6cd,Simple House Buyers,https://www.simplehousebuyers.com/https://realequity.com/,(866) 380-5248,3.545454545,11.0,0.4840842065903891,0.38,0.038784584978749995,0.9624999999999999,15,16.8708407855649,91
"Dallas, Texas",688ef932-e3bc-4419-a43a-ce5fdbfccf67,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=corporate-office&y_source=1_MTQ4MTMzMTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(972) 761-0046,,,,0.15000000000000002,0.0,0.85,0,5.1000000000000005,92
"Dallas, Texas",61501111-d48d-41ee-9fb7-20d5ebca0a3c,Home Cash Buyers Dallas,https://homecashbuyersdallas.com/,(214) 706-4277,,,,0.15000000000000002,0.0,0.85,0,5.1000000000000005,93
"Dallas, Texas",b31703d6-ce43-4749-a359-cffd9ddf83df,Bodebuilders,https://bodebuilders.com/,(832) 910-7743,,,,0.15000000000000002,0.0,0.85,0,5.1000000000000005,94
"Dallas, Texas",22a8134d-be8f-4fcf-948e-06ca35e86ac6,We Buy Houses Fast in Dallas,https://www.webuyhousesfastindallas.com/,(972) 521-1817,,,,0.15000000000000002,0.0,0.85,0,5.1000000000000005,95
"Dallas, Texas",50f243f3-e517-40da-bd16-e33334f45d66,Dallas Fast House Buyer,https://dallasfasthousebuyer.com/%3Futm_source%3DGMB%26utm_medium%3DWebsite-Button,(469) 577-1525,,,,0.1,0.0,0.85,0,3.400000000000001,96
"Dallas, Texas",a274f4dd-10a7-4ef8-aaa0-5b701cb79efe,We Buy DFW Homes Fast Cash,https://www.webuydfwhomesfastcash.com/,(469) 759-0269,,,,0.1,0.0,0.85,0,3.400000000000001,97
"Dallas, Texas",6fbf7f91-47e6-4817-b334-91984601a50e,Mojo Buys Houses,https://www.dallasbuynflip.com/,(972) 503-9543,,,,0.1,0.0,0.85,0,3.400000000000001,98
"Dallas, Texas",94f7caea-ca55-4803-8dd3-bd089f8983af,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/dallas/?utm_source=google-business-profile&utm_medium=organic&utm_campaign=business-listing&utm_id=dallas-tx&y_source=1_NTg0MDE4Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(214) 761-8568,,,,0.1,0.0,0.85,0,3.400000000000001,99
"Dallas, Texas",74e65741-5bd3-4a6d-b1e8-590d711aa5a8,Real Estate Mortgage Note Buyers Dallas TX,https://www.cashnoteusa.com/real-estate-mortgage-note-buyers-dallas-tx/,(469) 802-7880,,,,0.1,0.0,0.85,0,3.400000000000001,100
"Dallas, Texas",9e773634-8026-4b5c-98ab-384a482b216a,Local Cash Buyers,https://localcashbuyers.com/,(972) 807-5229,,,,0.1,0.0,0.85,0,3.400000000000001,101
"Dallas, Texas",3b801c06-aafc-42b4-9c13-0b759dfdfa92,We Buy Ugly Houses and HomeVestors,https://www.webuyuglyhouses.com/lubbock/?utm_source=google-business-profile,(806) 464-4028,,,,0.1,0.0,0.85,0,3.400000000000001,102
"Dallas, Texas",ec063260-0376-4c96-b834-21817148edb4,New Again Houses,https://newagainhouses.com/locations/tx/ft-worth,(817) 812-3009,,,,0.1,0.0,0.85,0,3.400000000000001,103
"Dallas, Texas",414fe30e-46dc-48c7-9824-6e67ba77f7e9,We Buy Houses in DFW TX,https://www.webuyhousesindfwtx.com/,(817) 381-6290,,,,0.1,0.0,0.85,0,3.400000000000001,104
"Dallas, Texas",976242ee-dbbe-40d3-b5bc-a9688ed332ef,We Buy Dallas Houses,https://www.webuydallashouses.com/,(254) 272-3743,,,,0.1,0.0,0.85,0,3.400000000000001,105
"Dallas, Texas",480be679-9856-4234-a361-6b9b9e138b62,Cash Home Offer USA,https://www.cashhomeofferusa.com/,(888) 724-9603,,,,0.1,0.0,0.85,0,3.400000000000001,106
"Dallas, Texas",7f7d0fc0-410f-439b-a3b2-067fad31609f,Simple House Solutions,https://simplehousedfw.com/,(972) 876-3131,,,,0.1,0.0,0.85,0,3.400000000000001,107
"Dallas, Texas",19d84513-a249-41dc-b305-558965c4d2e4,We Buy Houses Dallas .US,http://www.webuyhousesdallas.us/,,,,,0.05,0.0,0.85,0,1.7000000000000004,108
